name,profile_url,affiliation,email,citations,interests,profile_picture_url,profile_picture_alt,label,tab_index,page_number,scraped_at
A Munjiza,https://scholar.google.com/citations?hl=en&user=9bHY5KoAAAAJ,FGAG; University of Split,Verified email at gradst.hr,Cited by 11054,Engineering; Computational Physics; Artificial Intelligence; Robotics; Biomechanics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=9bHY5KoAAAAJ&citpid=4,A Munjiza,robotics,1,63,2025-07-17T12:37:15.164160
Vineet R. Kamat,https://scholar.google.com/citations?hl=en&user=L7cjgPEAAAAJ,Professor of Civil and Environmental Engineering,Verified email at umich.edu,Cited by 11046,Robotics; Simulation; Visualization; Construction; Buildings,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=L7cjgPEAAAAJ&citpid=7,Vineet R. Kamat,robotics,1,63,2025-07-17T12:37:15.256336
Ralph Etienne-Cummings,https://scholar.google.com/citations?hl=en&user=AA16968AAAAJ,Johns Hopkins University,Verified email at jhu.edu,Cited by 11037,Neuromorphic Engineering; Applied Neuroscience; Robotics; Prosthetics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=AA16968AAAAJ&citpid=2,Ralph Etienne-Cummings,robotics,1,63,2025-07-17T12:37:15.342209
Kumar Chellapilla,https://scholar.google.com/citations?hl=en&user=R5RXd_0AAAAJ,Stripe,Verified email at stripe.com,Cited by 11036,Computer Vision; Machine Learning; Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=R5RXd_0AAAAJ&citpid=1,Kumar Chellapilla,robotics,1,63,2025-07-17T12:37:15.419123
Alberto Rodriguez,https://scholar.google.com/citations?hl=en&user=AC93g9kAAAAJ,"Director of Robot Behavior --- Atlas, Boston Dynamics",Verified email at mit.edu,Cited by 11014,Robotics; Robotic Manipulation; Dexterous Manipulation; Grasping,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=AC93g9kAAAAJ&citpid=4,Alberto Rodriguez,robotics,1,63,2025-07-17T12:37:15.507041
Claude Sammut,https://scholar.google.com/citations?hl=en&user=1KsZREQAAAAJ,"Professor of Computer Science and Engineering, University of New South Wales",Verified email at cse.unsw.edu.au,Cited by 11003,Artificial Intelligence; Machine Learning; Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=1KsZREQAAAAJ&citpid=2,Claude Sammut,robotics,1,63,2025-07-17T12:37:15.589728
Lonnie J. Love,https://scholar.google.com/citations?hl=en&user=0BMMbSgAAAAJ,Sandia National Laboratories,Verified email at sandia.gov,Cited by 11002,Robotics; Additive Manufacturing,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=0BMMbSgAAAAJ&citpid=1,Lonnie J. Love,robotics,1,63,2025-07-17T12:37:15.660703
Bernhard Pfahringer,https://scholar.google.com/citations?hl=en&user=PEv3OQUAAAAJ,"Professor of Computer Science, University of Waikato",Verified email at waikato.ac.nz,Cited by 48070,Machine Learning; Data Mining,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=PEv3OQUAAAAJ&citpid=2,Bernhard Pfahringer,machine_learning,2,63,2025-07-17T12:37:16.760295
William L Hamilton,https://scholar.google.com/citations?hl=en&user=T5tm9eQAAAAJ,"Assistant Professor of Computer Science, McGill University and Mila",Verified email at cs.mcgill.ca,Cited by 47929,Machine Learning; Graph Representation Learning; Natural Language Processing,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=T5tm9eQAAAAJ&citpid=3,William L Hamilton,machine_learning,2,63,2025-07-17T12:37:16.840007
Lawrence Jackel,https://scholar.google.com/citations?hl=en&user=OBagQ_4AAAAJ,North C Technologies Inc,Verified email at north-c.com,Cited by 47712,Machine Learning; Robotics,https://scholar.google.com/citations/images/avatar_scholar_56.png,Lawrence Jackel,machine_learning,2,63,2025-07-17T12:37:16.910804
Justin Romberg,https://scholar.google.com/citations?hl=en&user=mOrJx1wAAAAJ,"Professor of Electrical and Computer Engineering, Georgia Institute of Technology",Verified email at ece.gatech.edu,Cited by 47711,signal processing; machine learning; optimization,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=mOrJx1wAAAAJ&citpid=1,Justin Romberg,machine_learning,2,63,2025-07-17T12:37:16.989505
Krystian Mikolajczyk,https://scholar.google.com/citations?hl=en&user=s1IAWfgAAAAJ,"Professor, Imperial College London",Verified email at imperial.ac.uk,Cited by 47680,Computer Vision; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=s1IAWfgAAAAJ&citpid=4,Krystian Mikolajczyk,machine_learning,2,63,2025-07-17T12:37:17.061074
Ilya Loshchilov,https://scholar.google.com/citations?hl=en&user=GladWQwAAAAJ,NVIDIA,Verified email at nvidia.com,Cited by 47667,Stochastic Optimization; Evolutionary Computation; Machine Learning; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=GladWQwAAAAJ&citpid=20,Ilya Loshchilov,machine_learning,2,63,2025-07-17T12:37:17.148040
Reza Olfati-Saber,https://scholar.google.com/citations?hl=en&user=LK1iIKkAAAAJ,Global Head of AI,Verified email at sanofi.com,Cited by 47566,Machine Learning; Deep Learning; Natural Language Processing; Drug Design; Control Theory,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=LK1iIKkAAAAJ&citpid=4,Reza Olfati-Saber,machine_learning,2,63,2025-07-17T12:37:17.238241
Sebastian Bodenstein,https://scholar.google.com/citations?hl=en&user=mRU7F3wAAAAJ,Google DeepMind,Verified email at google.com,Cited by 47490,machine learning; particle physics,https://scholar.google.com/citations/images/avatar_scholar_56.png,Sebastian Bodenstein,machine_learning,2,63,2025-07-17T12:37:17.311034
William Fedus,https://scholar.google.com/citations?hl=en&user=-ZfwQOkAAAAJ,OpenAI,Verified email at openai.com,Cited by 47448,Artificial Intelligence; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-ZfwQOkAAAAJ&citpid=1,William Fedus,machine_learning,2,63,2025-07-17T12:37:17.386362
"Xinbo Gao, Fellow of IEEE/CIE/CCF/CAAI",https://scholar.google.com/citations?hl=en&user=VZVTOOIAAAAJ,Xidian University & CQUPT,Verified email at mail.xidian.edu.cn,Cited by 47397,Computer Vision; Pattern Recognition; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=VZVTOOIAAAAJ&citpid=5,"Xinbo Gao, Fellow of IEEE/CIE/CCF/CAAI",machine_learning,2,63,2025-07-17T12:37:17.466989
Sifan Wang,https://scholar.google.com/citations?hl=en&user=cVbvfXsAAAAJ,"Postdoc fellow, Yale University",Verified email at yale.edu,Cited by 13102,Scientific Machine Learning; AI for Science; Machine Learning; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=cVbvfXsAAAAJ&citpid=1,Sifan Wang,autonomous_driving,3,63,2025-07-17T12:37:18.587317
Ouail Kitouni,https://scholar.google.com/citations?hl=en&user=ngbMs6sAAAAJ,"Research Scientist, Anthropic",Verified email at mit.edu,Cited by 13100,Deep Learning; Particle Physics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ngbMs6sAAAAJ&citpid=2,Ouail Kitouni,autonomous_driving,3,63,2025-07-17T12:37:18.660168
Özgün ÇİÇEK,https://scholar.google.com/citations?hl=en&user=wELt77gAAAAJ,"Robert Bosch GmbH, Corporate Research",Verified email at de.bosch.com,Cited by 13076,Autonomous Driving; Deep Learning; Uncertainty Estimation; Motion Estimation; Segmentation,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=wELt77gAAAAJ&citpid=2,Özgün ÇİÇEK,autonomous_driving,3,63,2025-07-17T12:37:18.749346
Qilong Wang,https://scholar.google.com/citations?hl=en&user=qdPVJN0AAAAJ,Tianjin University,Verified email at tju.edu.cn,Cited by 13075,Deep Learning; Computer Vision,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=qdPVJN0AAAAJ&citpid=1,Qilong Wang,autonomous_driving,3,63,2025-07-17T12:37:18.824566
Laith Alzubaidi,https://scholar.google.com/citations?hl=en&user=TqoZSacAAAAJ,"Research Fellow, PhD, Queensland University of Technology, Australia",Verified email at qut.edu.au,Cited by 13055,Trustworthy Artificial Intelligence; Machine learning; Deep Learning; Information Fusion,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=TqoZSacAAAAJ&citpid=4,Laith Alzubaidi,autonomous_driving,3,63,2025-07-17T12:37:18.905982
Lu Qi,https://scholar.google.com/citations?hl=en&user=SSI90d4AAAAJ,Insta360 | Wuhan Univeristy,Verified email at ucmerced.edu,Cited by 13035,Computer Vision; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=SSI90d4AAAAJ&citpid=1,Lu Qi,autonomous_driving,3,63,2025-07-17T12:37:18.982850
petia radeva,https://scholar.google.com/citations?hl=en&user=p_MCjd4AAAAJ,"Full professor, University of Barcelona",Verified email at ub.edu,Cited by 13027,Deep learning; Computer Vision; Medical Imaging; e-Health; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=p_MCjd4AAAAJ&citpid=7,petia radeva,autonomous_driving,3,63,2025-07-17T12:37:19.066980
Pieter-Jan Kindermans,https://scholar.google.com/citations?hl=en&user=FpI8dFwAAAAJ,"Staff Research Scientist, Google Deepmind",Verified email at google.com,Cited by 13011,Machine Learning; Deep Learning; Probabilistic Models; Unsupervised Learning; Brain-Computer,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=FpI8dFwAAAAJ&citpid=2,Pieter-Jan Kindermans,autonomous_driving,3,63,2025-07-17T12:37:19.154742
Weisheng Dong,https://scholar.google.com/citations?hl=en&user=-g58LsoAAAAJ,"School of Artificial Intelligence, Xidian University, China",Verified email at mail.xidian.edu.cn,Cited by 12990,Image Processing; Computer Vision; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-g58LsoAAAAJ&citpid=5,Weisheng Dong,autonomous_driving,3,63,2025-07-17T12:37:19.237273
Junbo Zhang（张钧波）,https://scholar.google.com/citations?hl=en&user=sQpMBqsAAAAJ,JD Intelligent Cities Research | JD Technology,Verified email at jd.com,Cited by 12985,Spatio-Temporal AI; Urban Computing; Spatio-Temporal Data Mining; Deep Learning; Federated Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=sQpMBqsAAAAJ&citpid=6,Junbo Zhang（张钧波）,autonomous_driving,3,63,2025-07-17T12:37:19.322680
Hongnian Yu,https://scholar.google.com/citations?hl=en&user=OO7HEDcAAAAJ,"School of Computing, Engineering and the Built Environment, Edinburgh Napier University",Verified email at napier.ac.uk,Cited by 11000,Robotics; Intelligent Control; Intelligent Manufacturing; Computing,https://scholar.google.com/citations/images/avatar_scholar_56.png,Hongnian Yu,robotics,1,64,2025-07-17T12:37:25.293808
Zhanpeng Zhang (张展鹏),https://scholar.google.com/citations?hl=en&user=cVvfP4oAAAAJ,Sensetime Group Limited.,Verified email at ie.cuhk.edu.hk,Cited by 10974,Computer Vision; Machine Learning; Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=cVvfP4oAAAAJ&citpid=2,Zhanpeng Zhang (张展鹏),robotics,1,64,2025-07-17T12:37:25.372015
Angela Schoellig,https://scholar.google.com/citations?hl=en&user=QMfeRz0AAAAJ,"Professor of Robotics, Technical University of Munich and University of Toronto",Verified email at tum.de,Cited by 10970,Robotics; Machine Learning; Control; Quadrotors,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=QMfeRz0AAAAJ&citpid=4,Angela Schoellig,robotics,1,64,2025-07-17T12:37:25.458033
Ray Jones,https://scholar.google.com/citations?hl=en&user=biSq9LgAAAAJ,Semi Retired Professor of Health Informatics,Verified email at plymouth.ac.uk,Cited by 10959,Health Informatics; e-health; digital health; robotics; digital equity,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=biSq9LgAAAAJ&citpid=3,Ray Jones,robotics,1,64,2025-07-17T12:37:25.545976
George Kantor,https://scholar.google.com/citations?hl=en&user=rQoKPUsAAAAJ,"Research Professor, Carnegie Mellon University",Verified email at ri.cmu.edu,Cited by 10950,Robotics; Pose Estimation; Motion Planning and Control; Balancing Robots; Agricultural Systems,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=rQoKPUsAAAAJ&citpid=2,George Kantor,robotics,1,64,2025-07-17T12:37:25.633600
Torsten Kröger,https://scholar.google.com/citations?hl=en&user=bfec5vAAAAAJ,Karlsruhe Institute of Technology,Verified email at kit.edu,Cited by 10930,Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=bfec5vAAAAAJ&citpid=1,Torsten Kröger,robotics,1,64,2025-07-17T12:37:25.705714
Li-Qun Zhang,https://scholar.google.com/citations?hl=en&user=kREPhEUAAAAJ,"Professor of PTRS, Orthop, Bioengineering, University of Maryland",Verified email at umd.edu,Cited by 10882,Rehabilitation; robotics; biomechanics,https://scholar.google.com/citations/images/avatar_scholar_56.png,Li-Qun Zhang,robotics,1,64,2025-07-17T12:37:25.786528
Antonio Franchi,https://scholar.google.com/citations?hl=en&user=DqOnkE8AAAAJ,"Full Professor, University of Twente & Full Professor, Sapienza University of Rome;",Verified email at utwente.nl,Cited by 10862,Robotics; Control Theory; Multi-robot Systems; Aerial Robotics; Human in the Loop,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=DqOnkE8AAAAJ&citpid=9,Antonio Franchi,robotics,1,64,2025-07-17T12:37:25.873798
Alan Fern,https://scholar.google.com/citations?hl=en&user=Xt_Qd94AAAAJ,Oregon State University,Verified email at oregonstate.edu,Cited by 10838,Reinforcement Learning; Robotics; Agricultural AI,https://scholar.google.com/citations/images/avatar_scholar_56.png,Alan Fern,robotics,1,64,2025-07-17T12:37:25.950822
Long Jin,https://scholar.google.com/citations?hl=en&user=zt5LfSeWy9gC,Lanzhou University,Verified email at lzu.edu.cn,Cited by 10826,Neural Networks; Robotics; Distributed Coordination; Neural Dynamics; Parallel Intelligence,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=zt5LfSeWy9gC&citpid=14,Long Jin,robotics,1,64,2025-07-17T12:37:26.038071
Andy Liaw,https://scholar.google.com/citations?hl=en&user=5QUJOO4AAAAJ,"Merck & Co., Inc.",Verified email at merck.com,Cited by 47376,Statistics; Machine Learning; Data Science; Cheminformatics,https://scholar.google.com/citations/images/avatar_scholar_56.png,Andy Liaw,machine_learning,2,64,2025-07-17T12:37:27.147699
Haibin Ling,https://scholar.google.com/citations?hl=en&user=v3w4IYUAAAAJ,"Chair Professor, Westlake University",Verified email at westlake.edu.cn,Cited by 47359,computer vision; augmented reality; medical image analysis; machine learning; AI for science,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=v3w4IYUAAAAJ&citpid=4,Haibin Ling,machine_learning,2,64,2025-07-17T12:37:27.236625
Wolfgang Karl Härdle,https://scholar.google.com/citations?hl=en&user=XMlSKFcAAAAJ,"Humboldt-Universität zu Berlin, Ladislaus von Bortkiewicz Professor of Statistics",Verified email at hu-berlin.de,Cited by 47261,Digital Finance; Modern Statistics; Machine Learning; Smart Data Analytics; Decision Analytics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=XMlSKFcAAAAJ&citpid=3,Wolfgang Karl Härdle,machine_learning,2,64,2025-07-17T12:37:27.324865
Sander Dieleman,https://scholar.google.com/citations?hl=en&user=yNNIKJsAAAAJ,"Research Scientist, DeepMind",Verified email at google.com,Cited by 47144,machine learning; deep learning; music information retrieval; generative models; representation,https://scholar.google.com/citations/images/avatar_scholar_56.png,Sander Dieleman,machine_learning,2,64,2025-07-17T12:37:27.408921
Luke Metz,https://scholar.google.com/citations?hl=en&user=k_u5ULgAAAAJ,OpenAI,Verified email at openai.com,Cited by 47082,Machine Learning; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=k_u5ULgAAAAJ&citpid=1,Luke Metz,machine_learning,2,64,2025-07-17T12:37:27.489516
Andrew Moore,https://scholar.google.com/citations?hl=en&user=PbfkKLcAAAAJ,"Dean, School of Computer Science, Carnegie Mellon",Verified email at cs.cmu.edu,Cited by 47015,Artificial Intelligence; Machine Learning; Reinforcement Learning; Big Data,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=PbfkKLcAAAAJ&citpid=2,Andrew Moore,machine_learning,2,64,2025-07-17T12:37:27.578617
Ji-Rong Wen,https://scholar.google.com/citations?hl=en&user=tbxCHJgAAAAJ,"Gaoling School of Artificial Intelligence, Renmin University of China",Verified email at ruc.edu.cn,Cited by 46996,Large Language Model; Web Search; Information Retrieval; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=tbxCHJgAAAAJ&citpid=2,Ji-Rong Wen,machine_learning,2,64,2025-07-17T12:37:27.658800
Peter Belhumeur,https://scholar.google.com/citations?hl=en&user=J8YyZugAAAAJ,"Professor of Computer Science, Columbia University",Verified email at cs.columbia.edu,Cited by 46948,Computer Vision; Machine Learning; Biometrics; Computer Graphics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=J8YyZugAAAAJ&citpid=2,Peter Belhumeur,machine_learning,2,64,2025-07-17T12:37:27.741081
Grace Wahba,https://scholar.google.com/citations?hl=en&user=2lPABNoAAAAJ,"Professor of Statistics, University of Wisconsin-Madison",Verified email at stat.wisc.edu,Cited by 46861,Machine Learning; Statistical Model Building,https://scholar.google.com/citations/images/avatar_scholar_56.png,Grace Wahba,machine_learning,2,64,2025-07-17T12:37:27.816494
Pedro G. Ferreira,https://scholar.google.com/citations?hl=en&user=X097-20AAAAJ,"Department of Computer Science, Faculty of Sciences University of Porto; INESC-TEC",Verified email at fc.up.pt,Cited by 46847,Computational biology; bioinformatics; Data Mining; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=X097-20AAAAJ&citpid=3,Pedro G. Ferreira,machine_learning,2,64,2025-07-17T12:37:27.897230
Shaoshuai Shi,https://scholar.google.com/citations?hl=en&user=DC9wzBgAAAAJ,"Didi Chuxing, Max Planck Institute for Informatics",Verified email at mpi-inf.mpg.de,Cited by 12942,Computer Vision; Deep Learning; Autonomous Driving,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=DC9wzBgAAAAJ&citpid=10,Shaoshuai Shi,autonomous_driving,3,64,2025-07-17T12:37:29.012929
Tim Dettmers,https://scholar.google.com/citations?hl=en&user=lHI3w5kAAAAJ,Allen Institute for AI; Carnegie Mellon University,Verified email at allenai.org,Cited by 12914,Deep Learning; Natural Language Processing,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=lHI3w5kAAAAJ&citpid=5,Tim Dettmers,autonomous_driving,3,64,2025-07-17T12:37:29.087814
Akhil Mathur,https://scholar.google.com/citations?hl=en&user=oKsBeGAAAAAJ,Meta AI,Verified email at meta.com,Cited by 12885,Large Language Models; Deep Learning; On-device ML; ML Systems,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=oKsBeGAAAAAJ&citpid=3,Akhil Mathur,autonomous_driving,3,64,2025-07-17T12:37:29.168282
Daquan Zhou,https://scholar.google.com/citations?hl=en&user=DdCAbWwAAAAJ,"Bytedance, US",Verified email at u.nus.edu,Cited by 12831,Artificial Intelligence; Deep learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=DdCAbWwAAAAJ&citpid=2,Daquan Zhou,autonomous_driving,3,64,2025-07-17T12:37:29.243783
Evangelos Kalogerakis,https://scholar.google.com/citations?hl=en&user=8TwcVQcAAAAJ,"Associate Professor, Technical University of Crete | Research Affiliate, CYENS",Verified email at tuc.gr,Cited by 12820,generative AI; computer graphics; computer vision; geometric modeling; deep learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8TwcVQcAAAAJ&citpid=2,Evangelos Kalogerakis,autonomous_driving,3,64,2025-07-17T12:37:29.330431
Rong Yu,https://scholar.google.com/citations?hl=en&user=4nlL-PwAAAAJ,Guangdong University of Technology,Verified email at gdut.edu.cn,Cited by 12816,Edge Computing; Internet of Things; Deep Learning; Blockchain,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=4nlL-PwAAAAJ&citpid=2,Rong Yu,autonomous_driving,3,64,2025-07-17T12:37:29.412593
Kihwan Kim,https://scholar.google.com/citations?hl=en&user=MVanlR8AAAAJ,"Executive Vice president, Samsung Electronics",Verified email at samsung.com,Cited by 12814,Computer Vision; Machine Learning; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=MVanlR8AAAAJ&citpid=12,Kihwan Kim,autonomous_driving,3,64,2025-07-17T12:37:29.492378
Defu Lian (连德富),https://scholar.google.com/citations?hl=en&user=QW0ad4sAAAAJ,"Professor, University of Science and Technology of China",Verified email at ustc.edu.cn,Cited by 12813,Recommender Systems; Data Mining; Deep Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=QW0ad4sAAAAJ&citpid=19,Defu Lian (连德富),autonomous_driving,3,64,2025-07-17T12:37:29.570895
Yinpeng Dong,https://scholar.google.com/citations?hl=en&user=6_4ad84AAAAJ,Tsinghua University,Verified email at tsinghua.edu.cn,Cited by 12811,Machine Learning; Deep Learning; AI Safety,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=6_4ad84AAAAJ&citpid=5,Yinpeng Dong,autonomous_driving,3,64,2025-07-17T12:37:29.650585
Richard Marks,https://scholar.google.com/citations?hl=en&user=fMWed54AAAAJ,"Professor of Data Science and Computer Science, UNC Chapel Hill",Verified email at unc.edu,Cited by 12793,AR/VR; context awareness; spatial interaction; deep learning; generative AI,https://scholar.google.com/citations/images/avatar_scholar_56.png,Richard Marks,autonomous_driving,3,64,2025-07-17T12:37:29.736383
John Markoff,https://scholar.google.com/citations?hl=en&user=wvGzen0AAAAJ,New York times,Verified email at nytimes.com,Cited by 10817,artificial intelligence; robotics,https://scholar.google.com/citations/images/avatar_scholar_56.png,John Markoff,robotics,1,65,2025-07-17T12:37:35.699720
Michael Jenkin,https://scholar.google.com/citations?hl=en&user=noDDU_0AAAAJ,"Professor of Electrical Engineering and Computer Science, York University",Verified email at eecs.yorku.ca,Cited by 10807,robotics; virtual reality; computer vision,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=noDDU_0AAAAJ&citpid=2,Michael Jenkin,robotics,1,65,2025-07-17T12:37:35.780756
Kalyan Vasudev Alwala,https://scholar.google.com/citations?hl=en&user=m34oaWEAAAAJ,"Research Engineer, Meta",Verified email at meta.com,Cited by 10805,Computer Vision; Machine Learning; Robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=m34oaWEAAAAJ&citpid=2,Kalyan Vasudev Alwala,robotics,1,65,2025-07-17T12:37:35.860058
Christopher P. Burgess,https://scholar.google.com/citations?hl=en&user=coNoFVAAAAAJ,AI Researcher,Verified email at chrisburgess.me.uk,Cited by 10800,artificial intelligence; neuroscience; robotics; machine learning,https://scholar.google.com/citations/images/avatar_scholar_56.png,Christopher P. Burgess,robotics,1,65,2025-07-17T12:37:35.946320
Luc Jaulin,https://scholar.google.com/citations?hl=en&user=Dbuf1PgAAAAJ,"Professor in robotics, ENSTA, Lab-STICC, Robex",Verified email at ensta-bretagne.fr,Cited by 10792,Interval analysis; robotics,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Dbuf1PgAAAAJ&citpid=3,Luc Jaulin,robotics,1,65,2025-07-17T12:37:36.020885
Mike Sinclair,https://scholar.google.com/citations?hl=en&user=0xAa4vcAAAAJ,Sr Principal Researcher,Verified email at uw.edu,Cited by 10789,Robotics; MEMS; haptics; optics; sensors,https://scholar.google.com/citations/images/avatar_scholar_56.png,Mike Sinclair,robotics,1,65,2025-07-17T12:37:36.111848
Matteo Matteucci,https://scholar.google.com/citations?hl=en&user=PdbEg5YAAAAJ,"Full Professor, Department of Electronics Information and Bioengineering, Politecnico di …",Verified email at polimi.it,Cited by 10741,Robotics; Machine Learning; Computer Vision; Pattern Recognition,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=PdbEg5YAAAAJ&citpid=9,Matteo Matteucci,robotics,1,65,2025-07-17T12:37:36.204417
ANH NGUYEN DUY,https://scholar.google.com/citations?hl=en&user=w06Re0cAAAAJ,"Ho Chi Minh City University of Technology, Viet Nam National University Ho Chi Minh City",Verified email at hcmut.edu.vn,Cited by 10740,Logistics; Automation Control; Robotics,https://scholar.google.com/citations/images/avatar_scholar_56.png,ANH NGUYEN DUY,robotics,1,65,2025-07-17T12:37:36.288195
Zhibo Pang,https://scholar.google.com/citations?hl=en&user=S14M7yMAAAAJ,"ABB Corporate Research, and KTH Royal Institute of Technology, Sweden",Verified email at kth.se,Cited by 10730,Robotics; AI; Cloud; Wireless; Industrial Automation,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=S14M7yMAAAAJ&citpid=4,Zhibo Pang,robotics,1,65,2025-07-17T12:37:36.385529
Keng Peng Tee,https://scholar.google.com/citations?hl=en&user=xO_OuigAAAAJ,"Senior Scientist, A*STAR Institute for Infocomm Research",Verified email at i2r.a-star.edu.sg,Cited by 10730,robotics; control,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=xO_OuigAAAAJ&citpid=1,Keng Peng Tee,robotics,1,65,2025-07-17T12:37:36.463468
Morgan Langille,https://scholar.google.com/citations?hl=en&user=jxThz9gAAAAJ,"Professor, Dalhousie University",Verified email at dal.ca,Cited by 46807,microbiome; genomics; metagenomics; bioinformatics; machine learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=jxThz9gAAAAJ&citpid=3,Morgan Langille,machine_learning,2,65,2025-07-17T12:37:37.582313
Georg Ostrovski,https://scholar.google.com/citations?hl=en&user=a7OnyQgAAAAJ,Google DeepMind,,Cited by 46789,Artificial Intelligence; Machine Learning; Reinforcement Learning; Dynamical Systems; Game Theory,https://scholar.google.com/citations/images/avatar_scholar_56.png,Georg Ostrovski,machine_learning,2,65,2025-07-17T12:37:37.678219
Rasmus Bro,https://scholar.google.com/citations?hl=en&user=gW_FGdQAAAAJ,"Professor in chemometrics, University of Copenhagen",Verified email at food.ku.dk,Cited by 46782,chemometrics; tensor analysis; multi-way analysis; machine learning; artificial intelligence,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=gW_FGdQAAAAJ&citpid=2,Rasmus Bro,machine_learning,2,65,2025-07-17T12:37:37.762792
William Philip Kegelmeyer,https://scholar.google.com/citations?hl=en&user=9FSyDeEAAAAJ,Sandia National Laboratories,Verified email at sandia.gov,Cited by 46740,Machine Learning,https://scholar.google.com/citations/images/avatar_scholar_56.png,William Philip Kegelmeyer,machine_learning,2,65,2025-07-17T12:37:37.833588
Stephen Roberts,https://scholar.google.com/citations?hl=en&user=T1lNNLkAAAAJ,"Professor of Engineering Science (Machine Learning, Information Engineering), University …",Verified email at robots.ox.ac.uk,Cited by 46698,Machine Learning; Bayesian Inference; Complex Systems; Finance; Astrostatistics,https://scholar.google.com/citations/images/avatar_scholar_56.png,Stephen Roberts,machine_learning,2,65,2025-07-17T12:37:37.922963
Klaus H. Maier-Hein,https://scholar.google.com/citations?hl=en&user=oCrBpVMAAAAJ,"Professor, Medical Image Computing, German Cancer Research Center",Verified email at dkfz.de,Cited by 46599,Medical Image Analysis; Machine Learning,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=oCrBpVMAAAAJ&citpid=3,Klaus H. Maier-Hein,machine_learning,2,65,2025-07-17T12:37:37.997667
Sebastian Ruder,https://scholar.google.com/citations?hl=en&user=8ONXPV8AAAAJ,"Research Scientist, Meta",Verified email at meta.com,Cited by 46460,Natural Language Processing; Machine Learning; Deep Learning; Artificial Intelligence,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8ONXPV8AAAAJ&citpid=3,Sebastian Ruder,machine_learning,2,65,2025-07-17T12:37:38.081717
